neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
0,6,40.69242,-73.95097,1,99,2,187,2,287
1,14,40.73862,-73.99758,1,250,1,2,1,0
0,12,40.7158,-73.95803,1,350,6,1,1,233
0,29,40.68262,-73.97299,1,170,3,67,1,129
1,19,40.73217,-73.98801,1,165,1,63,1,0
1,7,40.76311,-73.99388,0,99,1,89,1,353
1,14,40.74695,-74.00454,0,255,4,1,1,365
0,70,40.67497,-73.87305,1,169,3,177,1,297
0,15,40.66788,-73.94813,1,99,4,90,1,56
1,28,40.76684,-73.95944,1,169,7,39,1,44
0,6,40.68967,-73.95445,1,160,3,42,1,355
0,29,40.67946,-73.96501,1,215,3,33,1,156
0,16,40.66944,-73.98083,1,130,3,179,1,273
1,19,40.72566,-73.97748,0,110,3,81,2,274
1,7,40.7709,-73.99181,0,150,28,43,2,258
0,12,40.71943,-73.95958,0,65,30,52,1,276
2,39,40.74249,-73.92466,0,75,2,160,1,65
1,14,40.74033,-74.00024,1,149,6,23,2,0
1,8,40.7969,-73.96128,0,89,6,35,1,180
1,30,40.83403,-73.94553,0,50,1,225,1,343
0,24,40.65513,-73.95641,0,43,1,401,2,43
0,24,40.65589,-73.95539,0,42,1,72,2,96
0,12,40.70275,-73.94501,0,85,1,46,1,59
0,6,40.68897,-73.93569,1,139,3,83,1,255
0,16,40.67617,-73.98136,0,105,1,211,2,252
0,16,40.67595,-73.98053,1,265,5,15,1,0
1,7,40.76415,-73.99067,1,149,1,122,1,20
1,2,40.83127,-73.94718,0,68,2,295,2,188
0,6,40.68497,-73.95592,1,99,3,207,1,304
1,2,40.82922,-73.94174,0,75,3,50,2,38
0,12,40.71137,-73.94362,0,100,2,273,1,254
1,28,40.76739,-73.9557,2,90,1,0,1,0
1,19,40.73089,-73.98195,1,160,30,25,1,46
0,16,40.6755,-73.97859,1,190,4,105,1,328
0,6,40.68812,-73.94934,0,67,4,72,3,0
1,28,40.7694,-73.9572,1,190,1,8,1,0
0,3,40.68634,-73.96161,1,248,2,58,6,199
0,12,40.7093,-73.9497,0,100,6,8,1,249
1,9,40.713,-73.99752,0,95,3,172,2,64
1,71,40.75895,-73.9883,0,150,1,330,1,111
0,6,40.68186,-73.94113,1,145,3,123,1,287
0,21,40.68364,-73.91076,0,41,2,55,1,286
0,12,40.71893,-73.9428,1,120,4,87,1,263
4,72,40.82802,-73.92039,0,50,3,258,2,276
0,13,40.68765,-73.97073,1,157,2,4,1,0
0,12,40.71413,-73.96596,1,195,14,31,1,263
0,73,40.58422,-73.94079,1,70,4,128,2,90
0,12,40.71973,-73.95582,1,185,3,14,1,0
0,6,40.69025,-73.93323,1,145,3,30,3,11
2,39,40.73826,-73.92458,0,50,28,258,1,287
0,20,40.73049,-73.96115,1,185,3,228,3,1
1,19,40.72956,-73.97903,1,250,1,60,1,0
1,11,40.73854,-74.00821,0,80,90,9,1,338
1,71,40.75877,-73.98863,1,230,2,179,1,44
0,34,40.67688,-73.9859,1,100,7,9,1,0
0,21,40.70051,-73.92204,0,40,1,1,1,5
1,23,40.71712,-73.98898,0,200,30,25,1,0
3,74,40.60742,-74.14388,0,80,2,2,1,158
0,6,40.68741,-73.95741,0,79,3,152,3,192
2,25,40.75627,-73.9211,1,95,30,24,8,358
1,8,40.79816,-73.9619,1,300,2,45,3,31
0,75,40.61927,-74.0307,1,100,30,7,1,241
1,2,40.8078,-73.95208,0,80,7,19,1,285
0,76,40.61922,-73.99399,1,110,1,24,1,183
0,3,40.68275,-73.96148,1,172,4,8,2,189
1,23,40.71813,-73.98416,1,199,1,29,2,162
1,23,40.71892,-73.98401,1,199,1,14,2,158
1,2,40.816,-73.95545,0,100,1,33,1,84
1,2,40.82748,-73.95153,0,55,4,99,1,260
0,6,40.68634,-73.95088,0,75,3,59,3,0
1,19,40.72229,-73.97901,1,146,3,142,1,166
1,48,40.72956,-73.99287,0,250,2,0,1,0
0,20,40.72595,-73.95298,1,116,29,22,1,335
1,77,40.71193,-74.00817,0,150,3,82,2,90
0,16,40.68012,-73.97847,0,120,2,23,6,342
1,14,40.74233,-73.99865,1,199,4,32,1,28
0,29,40.67424,-73.96665,1,150,5,24,1,363
1,2,40.80486,-73.95298,0,69,1,59,2,86
1,2,40.80307,-73.95048,0,300,55,6,2,83
0,38,40.68653,-73.98562,1,230,4,18,1,0
1,1,40.74267,-73.98569,1,125,4,3,1,0
0,6,40.68749,-73.95494,0,79,3,115,3,264
0,13,40.68645,-73.97538,0,130,3,154,2,305
0,3,40.68999,-73.96711,0,239,1,164,11,356
3,78,40.61077,-74.06824,1,75,6,76,1,278
0,12,40.71126,-73.94576,1,220,3,116,2,135
0,6,40.67855,-73.94949,1,80,3,234,4,308
1,19,40.72416,-73.9853,1,288,2,120,1,229
0,6,40.68516,-73.92521,1,135,4,82,1,273
1,11,40.73507,-74.00048,1,225,3,13,1,83
1,9,40.71611,-73.99828,0,110,30,59,1,281
0,6,40.67964,-73.93946,1,100,7,63,1,321
1,7,40.76189,-73.99,0,130,2,52,1,303
1,19,40.72645,-73.98035,0,89,1,278,3,192
0,79,40.66293,-73.99833,1,200,5,1,1,0
0,6,40.69046,-73.95167,1,80,2,35,1,36
4,80,40.83001,-73.92158,0,50,5,235,2,271
1,4,40.79239,-73.94535,1,135,28,115,2,341
1,19,40.72709,-73.98274,0,90,1,109,1,333
1,27,40.72599,-74.00168,0,270,5,1,1,210
0,6,40.68309,-73.94219,1,110,3,305,1,231
1,4,40.79442,-73.93433,1,145,1,102,1,308
1,7,40.76166,-73.99675,1,179,30,83,1,292
2,44,40.70163,-73.90867,0,55,1,19,1,311
1,1,40.75575,-73.96842,0,110,2,61,1,264
1,2,40.80903,-73.94197,1,325,5,89,1,153
2,25,40.74581,-73.95295,0,75,30,65,3,219
0,10,40.66414,-73.98574,1,300,1,40,1,0
1,11,40.74,-74.00381,0,130,30,80,2,332
1,1,40.75348,-73.97065,1,190,30,136,1,120
1,23,40.72066,-73.98506,1,200,3,100,1,191
0,12,40.71746,-73.95497,1,180,2,125,3,248
0,40,40.70257,-73.9847,1,350,5,40,1,67
1,19,40.72264,-73.9837,1,160,4,0,1,0
1,26,40.73833,-73.98186,1,195,30,139,4,325
1,52,40.73268,-73.99255,1,241,30,0,1,249
1,9,40.71892,-73.99628,1,300,7,2,1,0
2,49,40.77679,-73.91687,1,75,28,49,1,313
1,23,40.71693,-73.98948,1,100,5,8,1,0
1,68,40.73685,-73.98359,1,399,1,0,1,12
0,13,40.68501,-73.97019,0,85,5,124,1,69
0,24,40.66068,-73.96003,1,80,21,5,1,0
0,29,40.67722,-73.96542,0,55,1,147,1,293
0,3,40.68975,-73.96703,0,438,1,43,11,363
0,6,40.69221,-73.95866,1,110,6,8,1,4
1,11,40.72969,-74.00635,1,200,2,37,1,257
0,3,40.6893,-73.96602,0,279,1,120,11,362
0,12,40.70832,-73.94157,1,137,1,24,1,0
0,6,40.68016,-73.94878,1,280,3,5,1,365
0,12,40.70875,-73.95508,1,199,30,242,1,102
1,18,40.85888,-73.92886,0,71,4,229,1,26
4,59,40.8679,-73.90023,0,42,2,108,2,302
0,6,40.6889,-73.95383,1,180,2,181,1,280
1,14,40.75127,-73.99637,1,226,5,34,1,302
0,15,40.67607,-73.94421,0,85,3,5,1,281
1,68,40.73834,-73.9823,1,135,1,5,1,0
2,81,40.7347,-73.88066,1,79,4,60,2,297
1,23,40.71876,-73.98851,1,154,1,238,1,246
0,20,40.73787,-73.95385,1,199,3,34,28,60
1,11,40.73066,-74.00287,1,700,3,131,4,296
1,11,40.73291,-74.00059,1,246,4,6,1,0
1,30,40.85099,-73.92822,0,125,60,4,1,364
0,6,40.68707,-73.91918,0,100,1,7,4,281
0,12,40.7184,-73.96019,1,295,5,125,1,0
0,15,40.67495,-73.95563,0,150,3,0,1,0
1,9,40.71582,-73.99902,1,119,1,49,1,0
1,2,40.81068,-73.94288,0,125,1,11,2,365
1,2,40.81122,-73.94279,1,400,5,0,2,365
1,52,40.73129,-73.99944,1,850,3,107,1,249
0,12,40.71628,-73.95737,0,129,2,241,1,303
1,8,40.78558,-73.9726,0,140,1,176,1,300
1,9,40.7146,-73.991,0,115,4,151,2,323
1,4,40.79493,-73.94462,1,200,3,49,2,0
0,79,40.6623,-73.99049,1,96,120,13,1,204
0,20,40.73693,-73.95284,1,199,3,33,28,60
0,20,40.73641,-73.9533,1,199,3,24,28,84
0,20,40.73794,-73.95254,1,199,3,59,28,60
0,82,40.58147,-73.96726,0,69,1,2,1,303
1,8,40.79771,-73.96323,1,185,2,16,1,261
1,2,40.81512,-73.94692,0,81,2,72,1,0
0,20,40.7373,-73.95323,1,199,3,24,28,60
0,20,40.73708,-73.95271,1,199,3,23,28,60
0,20,40.73652,-73.95236,1,199,3,43,28,60
0,20,40.73693,-73.95316,1,199,3,30,28,56
0,20,40.73784,-73.95324,1,199,3,39,28,84
0,20,40.73674,-73.95247,0,349,3,8,28,58
0,20,40.73783,-73.95259,0,249,3,3,28,60
0,20,40.73714,-73.95296,0,299,3,6,28,60
0,20,40.73731,-73.9545,0,179,3,4,28,81
2,83,40.74965,-73.89344,0,54,5,56,3,365
0,20,40.73793,-73.95316,0,599,3,7,28,60
0,3,40.68197,-73.96549,1,110,1,2,1,0
0,21,40.70271,-73.91566,1,220,2,178,1,297
0,12,40.7116,-73.9529,0,89,30,30,1,91
0,6,40.69241,-73.94885,1,170,2,190,1,315
1,64,40.72004,-73.99424,1,495,7,25,2,338
2,39,40.74511,-73.92398,1,80,10,81,2,40
1,14,40.74599,-74.00253,1,760,2,7,1,361
0,36,40.68946,-73.99385,0,98,4,216,1,288
0,6,40.68226,-73.95473,1,125,30,31,1,218
0,84,40.67855,-73.8896,0,48,90,53,2,1
0,12,40.71408,-73.9489,0,64,3,247,2,117
0,3,40.68618,-73.96144,1,154,3,233,1,0
0,16,40.67379,-73.98454,1,139,3,135,1,204
2,85,40.70554,-73.76637,0,75,4,20,1,0
1,11,40.74031,-74.00532,1,325,4,46,1,20
1,14,40.74618,-74.00392,1,195,365,10,1,0
1,2,40.81872,-73.94567,0,58,1,143,1,0
3,86,40.59251,-74.06479,1,250,2,21,4,333
3,86,40.59101,-74.06685,0,50,7,0,4,189
3,86,40.59262,-74.06659,1,125,2,8,4,353
0,13,40.69142,-73.97203,1,70,7,4,2,0
1,28,40.76928,-73.95021,1,189,2,314,2,206
0,6,40.68338,-73.95289,1,130,3,18,1,1
1,11,40.72953,-74.00462,1,145,7,11,1,0
1,43,40.70523,-74.01345,0,101,7,51,1,307
1,14,40.74025,-74.00161,0,95,5,20,1,0
1,11,40.73378,-74.00429,1,375,7,8,1,0
1,23,40.72087,-73.99022,1,153,31,59,1,27
0,54,40.64468,-73.94219,1,92,4,54,1,27
1,23,40.7193,-73.98966,0,80,5,10,1,348
1,11,40.73312,-74.0042,1,300,4,153,4,246
0,13,40.69778,-73.97676,1,145,3,110,1,15
1,19,40.72534,-73.98591,0,88,2,69,2,0
1,2,40.82151,-73.94516,1,155,1,1,1,5
0,12,40.72059,-73.9567,1,185,180,24,1,0
2,39,40.74558,-73.92324,0,73,2,95,2,0
1,8,40.79433,-73.9765,1,225,2,129,1,107
1,45,40.81055,-73.95549,0,85,7,171,2,144
0,15,40.6711,-73.95231,0,99,2,20,1,98
0,84,40.67962,-73.88928,0,48,90,17,2,0
1,71,40.76217,-73.98411,1,200,5,8,1,0
1,28,40.76128,-73.96463,1,485,7,11,1,0
1,64,40.72313,-73.99438,1,310,5,5,1,89
0,12,40.7177,-73.95576,1,110,4,0,1,354
1,8,40.78448,-73.97289,1,109,30,36,5,286
1,8,40.78304,-73.97447,1,167,30,16,5,252
0,13,40.68737,-73.97125,1,147,15,5,1,189
1,14,40.74139,-74.0005,1,220,4,0,1,0
1,23,40.71992,-73.98773,1,195,4,68,1,271
1,53,40.71905,-73.99677,1,199,28,89,1,0
1,43,40.70741,-74.00102,0,65,30,10,1,0
2,87,40.73349,-73.86009,0,55,1,38,1,0
4,88,40.89557,-73.8447,0,50,2,15,1,337
0,0,40.64277,-73.97296,0,60,2,20,1,347
1,4,40.79111,-73.94466,0,99,3,25,2,127
1,2,40.79951,-73.95257,1,130,2,35,1,41
0,12,40.71647,-73.93974,1,290,30,1,1,0
1,14,40.75114,-74.00195,1,350,3,64,1,18
0,15,40.66431,-73.93216,0,50,3,26,1,158
2,25,40.74579,-73.95012,0,96,2,244,1,270
0,21,40.70278,-73.92673,0,45,15,21,3,88
2,31,40.74409,-73.91122,0,85,2,270,2,306
0,6,40.68812,-73.93254,0,34,10,16,3,216
1,19,40.72454,-73.99151,1,250,3,24,1,16
0,12,40.71073,-73.96207,0,190,1,30,2,365
0,12,40.71028,-73.96128,0,75,2,5,2,365
0,24,40.65772,-73.96131,1,93,4,115,1,312
0,6,40.68884,-73.95059,0,60,5,9,2,33
0,6,40.6865,-73.95372,0,65,5,45,2,0
1,1,40.75282,-73.97315,1,125,365,19,1,365
1,28,40.76373,-73.96897,1,300,3,5,1,27
1,52,40.73388,-73.99452,1,150,2,203,1,300
1,30,40.85774,-73.92901,1,56,122,20,1,216
1,19,40.72257,-73.98465,1,299,3,49,1,365
0,20,40.72723,-73.95728,0,60,4,6,1,303
0,13,40.69135,-73.97321,1,88,5,7,1,0
0,12,40.70513,-73.95505,0,60,2,35,2,161
1,11,40.73301,-74.00268,1,1300,5,28,4,297
1,4,40.79793,-73.93612,0,200,6,0,1,0
1,2,40.80285,-73.95166,0,99,2,54,1,50
0,21,40.70642,-73.91665,1,110,3,115,2,28
0,3,40.68156,-73.96537,1,135,5,6,1,317
1,28,40.77368,-73.95198,1,110,15,1,1,275
0,6,40.68631,-73.93702,1,165,3,204,1,80
0,79,40.65992,-73.99042,1,127,180,1,1,365
0,29,40.67847,-73.97038,1,402,3,89,1,340
1,2,40.81371,-73.95585,0,85,6,130,2,97
0,20,40.72868,-73.95835,0,75,7,15,3,365
1,19,40.73168,-73.98662,1,139,30,52,1,314
0,24,40.65689,-73.9533,1,70,6,58,1,0
1,4,40.7928,-73.93967,0,50,3,208,1,339
2,56,40.77117,-73.91905,0,30,5,3,1,0
1,11,40.73729,-74.00807,1,250,30,7,1,35
0,15,40.66984,-73.95141,0,64,1,1,1,0
1,2,40.82977,-73.94071,1,300,3,2,1,365
0,6,40.68492,-73.95489,1,800,4,122,1,257
0,6,40.68255,-73.91957,1,100,3,63,2,5
0,15,40.67392,-73.94662,1,250,5,26,1,0
1,11,40.73879,-74.00425,1,200,27,1,1,0
0,20,40.73321,-73.95587,1,140,5,14,1,0
1,2,40.80671,-73.95082,0,130,1,107,1,304
0,0,40.6433,-73.97386,1,90,30,3,1,286
1,9,40.71601,-73.99123,1,90,3,107,1,0
0,6,40.68106,-73.9292,0,97,3,29,1,118
0,34,40.68131,-73.98879,1,91,6,69,1,265
0,16,40.67264,-73.98136,0,125,3,232,1,303
0,84,40.67889,-73.86404,0,75,7,0,1,0
1,19,40.7241,-73.97899,1,180,7,24,2,125
0,12,40.70766,-73.95191,1,300,7,0,2,354
0,12,40.71422,-73.9484,1,100,19,5,2,6
1,7,40.76001,-73.99133,1,175,3,10,1,0
0,10,40.66441,-73.97974,0,65,4,36,2,80
1,11,40.73362,-74.00923,1,240,5,94,1,134
1,19,40.73119,-73.98819,0,300,6,1,1,0
1,14,40.74494,-73.9998,1,385,1,63,1,364
0,21,40.69657,-73.9129,0,47,15,5,1,0
0,15,40.67106,-73.95463,1,110,3,238,1,297
1,2,40.80748,-73.95589,0,75,2,101,1,0
0,6,40.68991,-73.93179,1,100,3,21,3,43
1,7,40.76147,-73.99152,1,165,2,72,1,10
0,6,40.68174,-73.91921,1,300,2,40,1,0
0,36,40.68538,-74.00056,1,140,3,103,1,189
0,12,40.70839,-73.94289,1,120,6,66,2,17
0,13,40.69018,-73.98107,1,175,3,35,1,289
0,33,40.68128,-73.99522,1,275,31,121,1,305
1,19,40.72948,-73.98694,1,179,8,15,1,0
0,33,40.68353,-73.9914,1,189,2,13,1,0
1,19,40.72506,-73.98865,1,219,2,129,1,220
1,11,40.72891,-74.00293,1,450,20,157,1,0
1,27,40.7253,-73.99916,1,249,5,8,1,0
2,25,40.75295,-73.93228,0,65,2,5,1,362
0,20,40.71947,-73.95252,1,250,4,46,1,121
1,9,40.71283,-73.99703,1,139,30,37,1,153
1,8,40.77338,-73.98887,1,209,7,14,1,205
0,15,40.67385,-73.94405,1,120,5,37,1,310
2,56,40.76856,-73.91828,1,70,5,1,1,0
1,11,40.73908,-74.00378,0,90,3,209,1,236
1,7,40.7625,-73.9869,1,199,3,4,1,200
0,21,40.69755,-73.91187,0,50,60,17,2,74
0,15,40.67335,-73.96,1,100,5,0,1,0
1,2,40.80497,-73.95146,1,110,1,0,1,0
0,12,40.70736,-73.94331,1,157,4,54,2,12
0,20,40.73683,-73.9543,1,199,3,43,28,84
2,56,40.76444,-73.92607,1,192,3,7,1,0
0,20,40.7389,-73.95395,1,199,3,75,28,84
1,8,40.77611,-73.97808,1,150,1,88,1,0
0,20,40.73806,-73.95462,1,199,3,73,28,56
0,20,40.73661,-73.95479,1,199,3,89,28,62
0,20,40.73857,-73.95435,1,199,3,23,28,81
0,12,40.711,-73.96225,1,105,3,11,1,0
0,12,40.70686,-73.95365,0,135,28,84,6,310
0,20,40.73857,-73.95299,1,199,3,54,28,60
0,12,40.71095,-73.95239,0,125,3,17,1,0
0,12,40.70918,-73.94881,0,60,7,1,2,0
0,12,40.71685,-73.96573,1,85,1,73,1,0
1,8,40.7909,-73.96762,1,300,3,36,1,29
0,12,40.71143,-73.94159,0,75,2,98,2,264
2,81,40.737,-73.87444,0,55,1,63,2,341
0,15,40.66469,-73.96091,0,44,5,2,1,0
0,6,40.68855,-73.95405,0,55,5,18,3,0
0,12,40.71653,-73.95554,0,30,3,24,3,0
0,13,40.69309,-73.97074,0,35,3,1,1,0
0,12,40.70638,-73.96627,0,70,1,2,1,363
0,12,40.71629,-73.95786,1,130,14,23,1,25
0,6,40.68622,-73.94675,0,52,2,93,4,0
0,12,40.71635,-73.94609,0,75,3,0,1,358
1,28,40.77272,-73.95307,0,190,3,0,2,0
1,27,40.72509,-74.00304,1,250,5,152,1,109
0,70,40.66795,-73.89232,1,100,1,119,2,289
0,20,40.72582,-73.95843,1,130,4,9,1,188
1,2,40.80637,-73.95433,0,140,2,44,1,260
0,22,40.64387,-73.96855,0,75,2,158,1,168
1,4,40.7968,-73.93611,1,150,7,12,1,0
1,4,40.79596,-73.94463,1,90,3,51,1,311
1,8,40.78012,-73.98439,1,295,1,0,1,146
1,8,40.77508,-73.9799,1,150,2,11,1,2
0,12,40.71532,-73.96064,1,180,3,236,2,242
0,13,40.68786,-73.97421,0,135,3,16,1,0
0,21,40.70793,-73.91987,0,65,5,123,1,46
1,8,40.79044,-73.97513,0,99,3,14,1,365
0,20,40.72668,-73.95762,0,149,14,65,1,364
3,89,40.62318,-74.07848,0,59,1,50,1,352
1,2,40.82286,-73.94596,0,75,3,33,3,301
1,2,40.82451,-73.94457,0,75,3,30,3,322
0,6,40.69348,-73.95927,0,75,3,13,1,298
1,8,40.78443,-73.97399,1,109,30,18,5,285
0,15,40.67679,-73.95639,1,225,4,1,1,342
1,4,40.79107,-73.94381,0,86,3,216,1,250
2,44,40.70215,-73.91139,0,52,2,98,1,326
0,29,40.67339,-73.96519,0,100,2,61,1,90
1,23,40.72209,-73.99274,1,99,30,13,9,289
1,19,40.73171,-73.98717,0,89,3,136,1,193
0,6,40.69213,-73.951,1,135,2,39,2,293
1,11,40.73237,-74.00608,1,199,14,65,1,155
0,0,40.64354,-73.97777,1,89,3,62,1,189
1,2,40.80343,-73.9531,0,110,3,47,1,248
0,21,40.70462,-73.9228,1,120,2,42,1,238
0,12,40.71394,-73.96267,0,59,3,207,2,284
0,90,40.6339,-74.02035,0,49,4,72,2,343
0,20,40.73028,-73.95927,0,79,14,22,1,268
1,2,40.8076,-73.94433,1,135,30,25,1,249
0,10,40.66485,-73.98343,1,185,2,215,1,291
0,12,40.71279,-73.95852,1,225,4,26,1,0
1,68,40.73294,-73.98282,1,245,5,18,1,0
1,30,40.83456,-73.9457,1,115,3,18,1,31
0,12,40.72091,-73.95814,1,325,2,320,1,0
0,12,40.71819,-73.95414,0,95,2,160,2,79
1,11,40.73887,-74.00342,0,120,2,78,1,0
1,8,40.77892,-73.98238,1,499,30,64,1,157
0,12,40.71336,-73.96192,0,75,2,219,2,277
1,28,40.77688,-73.96177,0,109,1,66,1,353
0,12,40.71368,-73.94478,1,160,3,25,1,0
1,28,40.7761,-73.95265,1,219,4,102,2,280
1,28,40.77471,-73.95574,1,159,2,32,1,7
0,3,40.68625,-73.96446,0,180,3,15,6,266
1,19,40.725,-73.98851,1,150,5,1,1,0
1,26,40.74016,-73.97665,1,106,3,12,1,271
1,1,40.75023,-73.98293,1,299,10,19,1,101
1,8,40.78867,-73.96809,1,179,3,297,1,205
0,15,40.66604,-73.95914,1,165,3,12,1,343
0,22,40.63593,-73.96076,1,500,4,9,1,0
1,9,40.71638,-73.99167,1,250,15,9,1,190
1,18,40.86658,-73.92558,0,87,7,46,2,310
0,12,40.71179,-73.96449,0,79,4,42,2,52
1,7,40.76186,-73.99165,0,75,2,118,3,312
0,12,40.71417,-73.95917,1,200,30,53,1,0
1,2,40.82772,-73.93877,0,80,1,15,1,329
0,54,40.63602,-73.94607,1,115,3,64,4,333
0,54,40.63759,-73.9459,1,115,3,51,4,327
0,54,40.63611,-73.94637,1,120,3,79,4,349
1,2,40.803,-73.95278,0,125,3,202,1,217
1,8,40.79526,-73.9655,1,387,1,23,1,0
1,7,40.75763,-73.99482,0,95,6,62,2,80
1,8,40.77577,-73.98258,1,99,2,36,1,0
1,28,40.77631,-73.95289,1,121,1,16,2,351
1,7,40.76774,-73.9892,1,350,4,24,1,362
1,2,40.81169,-73.94355,0,75,2,77,2,144
1,7,40.75782,-73.99349,0,95,5,110,2,43
1,2,40.83177,-73.95,0,89,1,56,1,365
1,11,40.73104,-74.00879,0,195,1,7,1,129
1,50,40.74253,-73.9916,0,160,21,0,1,0
0,79,40.64372,-74.02066,1,70,18,19,1,0
1,52,40.72886,-74.00013,0,100,3,7,1,0
1,23,40.71868,-73.99017,1,140,1,53,1,0
1,19,40.72143,-73.98117,1,189,3,265,2,355
0,12,40.71682,-73.96369,0,160,5,0,1,0
0,16,40.67725,-73.9821,1,178,30,8,1,280
0,15,40.66888,-73.95292,1,145,14,46,1,38
0,16,40.67188,-73.97533,1,125,5,6,1,31
1,14,40.74964,-73.99158,1,265,4,75,1,324
0,24,40.65846,-73.95057,0,77,5,11,3,365
1,28,40.78164,-73.94717,0,60,3,5,9,0
1,9,40.71515,-73.99029,1,129,3,132,1,171
1,19,40.72986,-73.97913,1,199,6,41,1,36
0,24,40.66039,-73.95937,0,92,7,34,1,332
0,15,40.66898,-73.9571,1,185,3,34,1,0
1,1,40.75407,-73.96713,1,110,7,27,1,192
0,12,40.70712,-73.94013,0,65,4,30,1,139
1,1,40.74553,-73.98943,0,135,3,214,2,167
1,28,40.77584,-73.9502,2,115,30,12,1,0
1,2,40.79967,-73.95156,0,175,2,6,4,10
1,8,40.80142,-73.96931,0,3000,7,0,1,365
0,12,40.70507,-73.9353,0,72,3,156,1,110
0,16,40.67962,-73.97655,0,80,2,30,1,0
0,15,40.66847,-73.94875,1,125,5,1,1,0
0,20,40.7376,-73.95678,0,120,5,3,1,242
0,12,40.71148,-73.95573,0,94,2,272,3,22
0,29,40.67425,-73.96514,0,56,3,63,1,0
1,19,40.72899,-73.97792,1,549,30,58,1,200
0,20,40.72488,-73.94013,1,190,2,5,1,0
0,12,40.72212,-73.95696,0,129,3,63,2,87
0,6,40.68534,-73.93433,1,85,5,268,2,202
3,91,40.62109,-74.16534,0,20,3,80,1,226
1,8,40.78161,-73.97898,1,145,3,22,1,0
1,7,40.75643,-73.99046,1,200,7,13,1,327
0,16,40.67407,-73.98111,1,125,4,23,2,262
0,73,40.59721,-73.95149,1,50,30,3,1,0
1,2,40.80491,-73.94866,0,160,3,10,3,359
1,2,40.80334,-73.94805,0,180,3,14,3,348
1,18,40.87039,-73.91611,0,100,1,20,1,0
0,12,40.704,-73.93285,0,70,5,2,1,0
4,92,40.87991,-73.91673,1,120,2,47,1,318
3,93,40.62766,-74.07988,0,110,2,6,1,363
1,28,40.7685,-73.96034,0,105,7,93,1,70
1,1,40.76082,-73.97548,1,250,3,116,1,0
1,26,40.74238,-73.98122,0,74,240,15,1,90
1,2,40.80151,-73.9522,1,165,2,70,4,15
1,30,40.83434,-73.94027,0,99,3,4,1,335
1,68,40.73677,-73.98084,1,125,30,128,4,0
2,94,40.71151,-73.81561,0,75,1,59,2,0
2,95,40.68581,-73.84642,2,45,1,8,2,364
0,96,40.68636,-74.00345,1,159,2,106,1,34
0,12,40.70994,-73.96573,0,45,15,15,4,242
1,7,40.76013,-73.99007,0,104,2,133,1,147
1,43,40.70621,-74.01525,1,225,4,27,1,169
1,64,40.72172,-73.99689,0,100,5,61,1,188
0,20,40.72049,-73.95221,0,90,2,2,2,89
2,94,40.71068,-73.81577,0,75,1,16,2,189
1,50,40.74125,-73.98862,1,350,7,0,1,0
1,2,40.83091,-73.94223,1,135,5,38,1,253
1,8,40.7824,-73.98294,0,125,1,25,1,311
1,19,40.72634,-73.98267,1,225,3,93,1,0
1,2,40.82703,-73.94311,0,85,3,6,1,363
1,28,40.78521,-73.95489,1,200,7,30,1,224
0,10,40.66106,-73.98316,1,250,3,17,1,5
1,23,40.72123,-73.98996,0,90,10,67,1,301
0,21,40.70339,-73.92945,1,130,30,53,1,0
0,24,40.66009,-73.96237,1,90,30,32,1,50
0,33,40.67939,-73.99398,1,298,30,131,2,296
1,28,40.76494,-73.95804,1,300,4,19,1,84
1,2,40.80192,-73.95827,0,125,1,0,1,365
1,4,40.79314,-73.94853,0,125,3,74,3,212
1,1,40.7453,-73.99056,0,145,3,165,2,181
1,19,40.72812,-73.97966,1,147,2,16,1,0
0,12,40.7093,-73.96484,0,123,3,269,3,158
0,17,40.64791,-73.97904,1,88,3,243,1,217
2,25,40.75453,-73.93377,1,215,2,59,1,335
1,27,40.72057,-73.99976,1,225,3,134,1,231
1,64,40.7234,-73.99439,1,269,28,81,1,122
0,12,40.71121,-73.94669,1,145,3,7,1,270
0,21,40.68979,-73.91661,0,75,3,112,8,330
1,52,40.73448,-73.99797,1,145,5,0,1,0
0,24,40.65937,-73.95906,1,229,2,92,1,321
0,38,40.68599,-73.98826,1,300,29,23,2,312
1,4,40.79477,-73.95046,0,100,3,67,3,345
0,82,40.5781,-73.95455,1,75,2,8,1,2
1,64,40.72278,-73.9967,1,225,2,244,2,252
0,12,40.71472,-73.96225,0,120,6,62,2,15
0,15,40.66924,-73.94406,1,160,5,125,3,169
0,15,40.67259,-73.95489,1,125,30,58,2,212
0,6,40.69321,-73.9442,1,95,5,9,1,0
0,12,40.71348,-73.94447,0,119,3,137,1,296
1,1,40.75816,-73.96457,1,275,2,16,1,167
1,43,40.70537,-74.00992,1,160,1,36,1,365
0,3,40.68722,-73.96289,1,500,1,54,4,365
1,19,40.73111,-73.98528,1,175,14,1,1,0
0,20,40.72212,-73.94389,1,87,6,39,2,258
0,16,40.66626,-73.97933,1,160,1,145,2,257
1,19,40.72978,-73.9793,0,125,3,28,1,364
0,6,40.68838,-73.94193,1,90,2,206,1,236
1,23,40.71804,-73.98565,1,200,7,4,1,0
0,6,40.68559,-73.93896,1,250,15,37,2,54
1,8,40.77995,-73.98342,0,99,30,27,1,189
1,7,40.7559,-73.99469,1,325,30,18,1,364
1,7,40.76291,-73.99202,0,99,1,134,1,265
